name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	*eol
Saphire	Saphire		1	0	0	10	6	1	0	1	9000		gsb	gsb	gsb	16	1	1	0	0	0	flpgsb	invgsbc			0	xxx			0	0	gems	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gsb	0					255					255					255					255					255					255					255	1	1			255					255					255					255					255					255					255					255					255					255			0	0	0	glb	gbb			1	1		0
Flawless Saphire	Flawless Saphire		1	0	0	15	7	1	0	1	27000		glb	glb	glb	16	1	1	0	0	0	flpgsb	invgsbd			0	xxx			0	0	gems	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	glb	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255			0	0	0	gpb	gbb			1	1		0
Blemished Saphire	Blemished Saphire		1	0	0	20	8	1	0	1	81000		gpb	gpb	gpb	16	1	1	0	0	0	flpgsb	invgsb			0	xxx			0	0	gems	gem4	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gpb	0					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255					255					255			0	0	0	gbb	gbb			1	1		0
Chipped Emerald	Chipped Emerald		1	0	0	1	5	1	0	1	1000		gcg	gcg	gcg	16	1	1	0	0	0	flpgsg	invgsga			0	xxx			0	0	geme	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gbb	0					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	gfg	ggb			1	1		0
Flawed Emerald	Flawed Emerald		1	0	0	5	6	1	0	1	3000		gfg	gfg	gfg	16	1	1	0	0	0	flpgsg	invgsgb			0	xxx			0	0	geme	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gfg	0					255					255					255					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	gsg	ggb			1	1		0
Emerald	Emerald		1	0	0	10	7	1	0	1	9000		gsg	gsg	gsg	16	1	1	0	0	0	flpgsg	invgsgc			0	xxx			0	0	geme	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gsg	0					255					255					255					255					255					255					255	1	1			255					255					255					255					255					255					255					255					255					255			0	0	0	glg	ggb			1	1		0
Flawless Emerald	Flawless Emerald		1	0	0	15	8	1	0	1	27000		glg	glg	glg	16	1	1	0	0	0	flpgsg	invgsgd			0	xxx			0	0	geme	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	glg	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255		 	0	0	0	gpg	ggb			1	1		0
Blemished Emerald	Blemished Emerald		1	0	0	20	9	1	0	1	81000		gpg	gpg	gpg	16	1	1	0	0	0	flpgsg	invgsg			0	xxx			0	0	geme	gem4	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gpg	0					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255					255					255			0	0	0	ggb	ggb			1	1		0
Chipped Ruby	Chipped Ruby		1	0	0	1	6	1	0	1	1000		gcr	gcr	gcr	16	1	1	0	0	0	flpgsr	invgsra			0	xxx			0	0	gemr	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	ggb	0					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	gfr	grb			1	1		0
Flawed Ruby	Flawed Ruby		1	0	0	5	7	1	0	1	3000		gfr	gfr	gfr	16	1	1	0	0	0	flpgsr	invgsrb			0	xxx			0	0	gemr	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gfr	0					255					255					255					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	gsr	grb			1	1		0
Ruby	Ruby		1	0	0	10	8	1	0	1	9000		gsr	gsr	gsr	16	1	1	0	0	0	flpgsr	invgsrc			0	xxx			0	0	gemr	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gsr	0					255					255					255					255					255					255					255	1	1			255					255					255					255					255					255					255					255					255					255			0	0	0	glr	grb			1	1		0
Flawless Ruby	Flawless Ruby		1	0	0	15	9	1	0	1	27000		glr	glr	glr	16	1	1	0	0	0	flpgsr	invgsrd			0	xxx			0	0	gemr	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	glr	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255			0	0	0	gpr	grb			1	1		0
Blemished Ruby	Blemished Ruby		1	0	0	20	10	1	0	1	81000		gpr	gpr	gpr	16	1	1	0	0	0	flpgsr	invgsr			0	xxx			0	0	gemr	gem4	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gpr	0					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255					255					255			0	0	0	grb	grb			1	1		0
Chipped Diamond	Chipped Diamond		1	0	0	1	7	1	0	1	1000		gcw	gcw	gcw	16	1	1	0	0	0	flpgsw	invgswa			0	xxx			0	0	gemd	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	grb	0					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	gfw	gwb			1	1		0
Flawed Diamond	Flawed Diamond		1	0	0	5	8	1	0	1	3000		gfw	gfw	gfw	16	1	1	0	0	0	flpgsw	invgswb			0	xxx			0	0	gemd	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gfw	0					255					255					255					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	gsw	gwb			1	1		0
Diamond	Diamond		1	0	0	10	9	1	0	1	9000		gsw	gsw	gsw	16	1	1	0	0	0	flpgsw	invgswc			0	xxx			0	0	gemd	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gsw	0					255					255					255					255					255					255					255	1	1			255					255					255					255					255					255					255					255					255					255			0	0	0	glw	gwb			1	1		0
Flawless Diamond	Flawless Diamond		1	0	0	15	10	1	0	1	27000		glw	glw	glw	16	1	1	0	0	0	flpgsw	invgswd			0	xxx			0	0	gemd	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	glw	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255			0	0	0	gpw	gwb			1	1		0
Blemished Diamond	Blemished Diamond		1	0	0	20	11	1	0	1	81000		gpw	gpw	gpw	16	1	1	0	0	0	flpgsw	invgsw			0	xxx			0	0	gemd	gem4	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gpw	0					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255					255					255			0	0	0	gwb	gwb			1	1		0
Lesser Healing Potion	Lesser Healing Potion		1	0	0	0	1	1	0	1	30		hp1	hp1	hp1	16	1	1	0	0	0	flprps	invhp1			0	xxx			1	0	hpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1	3	healthpot			192	hpregen	30					2	ItemStats1q	30	0	0	0	gwb	0					255					255	8	12			255					255	4	6			255	2	4			255					255					255	2	4			255					255					255					255					255	2	4			255					255					255	2	4			255			0	0	0	hp4	hp5			1	1		0
Light Healing Potion	Light Healing Potion		1	0	0	0	1	1	0	1	75		hp2	hp2	hp2	16	1	1	0	0	0	flprps	invhp2			0	xxx			1	0	hpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1	3	healthpot			160	hpregen	60					2	ItemStats1q	60	0	0	0	non	0					255					255					255					255	6	8			255	4	8			255					255					255	4	6			255					255					255					255					255	2	4			255					255					255	2	4			255			0	0	0	hp4	hp5			1	1		0
Healing Potion	Healing Potion		1	0	0	0	1	1	0	1	125		hp3	hp3	hp3	16	1	1	0	0	0	flprps	invhp3			0	xxx			1	0	hpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1	3	healthpot			171	hpregen	100					2	ItemStats1q	100	0	0	0	non	0					255					255					255					255					255					255					255					255	6	8			255					255					255					255					255	4	6			255					255					255	4	6			255			0	0	0	hp4	hp5			1	1		0
Strong Healing Potion	Strong Healing Potion		1	0	0	0	1	1	0	1	250		hp4	hp4	hp4	16	1	1	0	0	0	flprpl	invhp4			0	xxx			1	0	hpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1	3	healthpot			192	hpregen	180					2	ItemStats1q	180	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255	6	8			255					255					255	6	8			255			0	0	0	xxx	hp5			1	1		0
Greater Healing Potion	Greater Healing Potion		1	0	0	0	1	1	0	1	500		hp5	hp5	hp5	16	1	1	0	0	0	flprpl	invhp5			0	xxx			1	0	hpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1	3	healthpot			256	hpregen	320					2	ItemStats1q	320	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0
Lesser Mana Potion	Lesser Mana Potion		1	0	0	0	1	1	0	1	30		mp1	mp1	mp1	16	1	1	0	0	0	flpbps	invmp1			0	xxx			1	0	mpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1	3	manapot			128	manarecovery	20					2	ItemStats1q	20	0	0	0	non	0					255					255	13	16			255					255	8	10			255	8	12			255					255					255	8	10			255					255					255					255					255	8	10			255					255					255	8	10			255			0	0	0	mp4	mp5			1	1		0
Light Mana Potion	Light Mana Potion		1	0	0	0	1	1	0	1	75		mp2	mp2	mp2	16	1	1	0	0	0	flpbps	invmp2			0	xxx			1	0	mpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1	3	manapot			128	manarecovery	40					2	ItemStats1q	40	0	0	0	non	0					255					255					255					255	10	12			255	12	16			255					255					255	10	12			255					255					255					255					255	8	10			255					255					255	8	10			255			0	0	0	mp4	mp5			1	1		0
Mana Potion	Mana Potion		1	0	0	0	1	1	0	1	125		mp3	mp3	mp3	16	1	1	0	0	0	flpbps	invmp3			0	xxx			1	0	mpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1	3	manapot			128	manarecovery	80					2	ItemStats1q	80	0	0	0	non	0					255					255					255					255					255					255					255					255	12	16			255					255					255					255					255	10	12			255					255					255	10	12			255			0	0	0	mp4	mp5			1	1		0
Strong Mana Potion	Strong Mana Potion		1	0	0	0	1	1	0	1	250		mp4	mp4	mp4	16	1	1	0	0	0	flpbpl	invmp4			0	xxx			1	0	mpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1	3	manapot			128	manarecovery	150					2	ItemStats1q	150	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255	12	16			255					255					255	12	16			255			0	0	0	xxx	mp5			1	1		0
Greater Mana Potion	Greater Mana Potion		1	0	0	0	1	1	0	1	500		mp5	mp5	mp5	16	1	1	0	0	0	flpbpl	invmp5			0	xxx			1	0	mpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1	3	manapot			128	manarecovery	250					2	ItemStats1q	250	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0
Chipped Skull	Chipped Skull		1	0	0	1	8	1	0	1	1000		skc	skc	skc	16	1	1	0	0	0	flpskl	invskc			0	xxx			0	0	gemz	gem0	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	skf	skb			1	1		0
Flawed Skull	Flawed Skull		1	0	0	5	9	1	0	1	3000		skf	skf	skf	16	1	1	0	0	0	flpskl	invskf			0	xxx			0	0	gemz	gem1	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	skf	0					255					255					255					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	sku	skb			1	1		0
Skull	Skull		1	0	0	10	10	1	0	1	9000		sku	sku	sku	16	1	1	0	0	0	flpskl	invsku			0	xxx			0	0	gemz	gem2	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	sku	0					255					255					255					255					255					255					255	1	1			255					255					255					255					255					255					255					255					255					255			0	0	0	skl	skb			1	1		0
Flawless Skull	Flawless Skull		1	0	0	15	11	1	0	1	27000		skl	skl	skl	16	1	1	0	0	0	flpskl	invskl			0	xxx			0	0	gemz	gem3	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	skl	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255			0	0	0	skz	skb			1	1		0
Blemished Skull	Blemished Skull		1	0	0	20	12	1	0	1	81000		skz	skz	skz	16	1	1	0	0	0	flpskl	invskl			0	xxx			0	0	gemz	gem4	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	skz	0					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255					255					255			0	0	0	skb	skb			1	1		0
Perfect Amethyst	Perfect Amethyst		1	0	0	25	6	1	0	1	243000		gvb	gpv	gvb	16	1	1	0	0	0	flpgsv	invgsve			0	xxx			0	0	gema	gem5	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0
Perfect Topaz	Perfect Topaz		1	0	0	25	7	1	0	1	243000		gyb	gpy	gyb	16	1	1	0	0	0	flpgsy	invgsye			0	xxx			0	0	gemt	gem5	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0
Perfect Saphire	Perfect Saphire		1	0	0	25	11	1	0	1	243000		gbb	gpb	gbb	16	1	1	0	0	0	flpgsb	invgsbe			0	xxx			0	0	gems	gem5	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0
Perfect Emerald	Perfect Emerald		1	0	0	25	9	1	0	1	243000		ggb	gpg	ggb	16	1	1	0	0	0	flpgsg	invgsge			0	xxx			0	0	geme	gem5	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0
Perfect Ruby	Perfect Ruby		1	0	0	25	8	1	0	1	243000		grb	gpr	grb	16	1	1	0	0	0	flpgsr	invgsre			0	xxx			0	0	gemr	gem5	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0
Perfect Diamond	Perfect Diamond		1	0	0	25	11	1	0	1	243000		gwb	gpw	gwb	16	1	1	0	0	0	flpgsw	invgswe			0	xxx			0	0	gemd	gem5	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0
Perfect Skull	Perfect Skull		1	0	0	25	11	1	0	1	243000		skb	skz	skb	16	1	1	0	0	0	flpskl	invskz			0	xxx			0	0	gemz	gem5	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0
Chipped Obsidian	Chipped Obsidian		1	0	0	1	2	1	0	1	1000		gck	gcv	gck	16	1	1	0	0	0	flpgsb	invgska			0	xxx			0	0	gema	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gfk	0					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	gfk	gbk			1	1		0
Flawed Obsidian	Flawed Obsidian		1	0	0	5	3	1	0	1	3000		gfk	gfv	gfk	16	1	1	0	0	0	flpgsb	invgskb			0	xxx			0	0	gema	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gsk	0					255					255					255					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	gsk	gbk			1	1		0
Obsidian	Obsidian		1	0	0	10	4	1	0	1	9000		gsk	gsv	gsk	16	1	1	0	0	0	flpgsb	invgskc			0	xxx			0	0	gema	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gzk	0					255					255					255					255					255					255					255	1	1			255					255					255					255					255					255					255					255					255					255			0	0	0	gzk	gbk			1	1		0
Flawless Obsidian	Flawless Obsidian		1	0	0	15	5	1	0	1	27000		gzk	gzv	gzk	16	1	1	0	0	0	flpgsb	invgskd			0	xxx			0	0	gema	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gpk	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255			0	0	0	gpk	gbk			1	1		0
Blemished Obsidian	Blemished Obsidian		1	0	0	20	6	1	0	1	81000		gpk	gpv	gpk	16	1	1	0	0	0	flpgsb	invgske			0	xxx			0	0	gema	gem4	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gbk	0					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255					255					255			0	0	0	gbk	gbk			1	1		0
Perfect Obsidian	Perfect Obsidian		1	0	0	25	6	1	0	1	243000		gbk	gpv	gbk	16	1	1	0	0	0	flpgsb	invgskf			0	xxx			0	0	gema	gem5	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0
Ring	Ring		0	0	1	0	4	1	0	1	1800	50000	rn2	rin	rin	16	1	1	1	1	1	flprin	invrin			0	xxx			0	0	ring		item_ring	12	item_ring	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx						0
Amulet	Amulet		0	0	1	0	4	1	0	1	2400	63000	au2	amu	amu	16	1	1	1	1	1	flpamu	invamu			0	xxx			0	0	amul		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx						0
Tome of Experience	Tome of Experience		1	0	21	0	4	0	0	1	2000000		txp	tbk	txp	16	2	2	0	0	0	flpbbk	invsbk			0	xxx			1	0	quez		item_book	12	item_book	1	0	5	0	0	0	0	0	0	0			0	-1	4					experience	1000000								0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Book'o Skill	Book of Skill		1	0	0	0	1	0	0	1	2000000		tsk	tbk	ass	16	2	2	0	0	0	flpbbk	invsbk			0	xxx			1	0	quez		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	4					newskills	1								0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Heart	Heart		0	0	0	0	1	1	0	1	60		hr2	hrt	hrt	16	1	1	0	0	0	flphrt	invhrt			1	rps	1	1	0	0	hart		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	Heart-NM		0	0	0	xxx	xxx						0
Brain	Brain		0	0	0	0	1	1	0	1	60		br2	brz	brz	16	1	1	0	0	0	flpbrnz	invbrnz			1	isc	1	1	0	0	bran		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	Brain-NM		0	0	0	xxx	xxx						0
Jawbone	Jawbone		0	0	0	0	1	1	0	1	75		ja2	jaw	jaw	16	1	1	0	0	0	flpjaw	invjaw			1	aq2	80	80	0	0	jawb		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	Jawbone-NM		0	0	0	xxx	xxx						0
Horn	Horn		0	0	0	0	1	1	0	1	48		hn2	hrn	hrn	16	1	1	0	0	0	flphorn	invhorn			1	9rd	1	1	0	0	horn		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	Horn-NM		0	0	0	xxx	xxx						0
Tail	Tail		0	0	0	0	1	1	0	1	63		ta2	tal	tal	16	1	1	0	0	0	flptail	invtail			1	zlb	1	1	0	0	tail		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	Tail-NM		0	0	0	xxx	xxx						0
Flag	Flag		0	0	0	0	1	1	0	1	98		fl2	flg	flg	16	1	2	0	0	0	flpflag	invflag			1	ibk	2	2	0	0	flag		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	Flag-NM		0	0	0	xxx	xxx						0
Fang	Fang		0	0	0	0	1	1	0	1	80		fn2	fng	fng	16	1	1	0	0	0	flpfang	invfang			1	key	2	2	0	0	fang		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	Fang-NM		0	0	0	xxx	xxx						0
Quill	Quill		0	0	0	0	1	1	0	1	32		ql2	qll	qll	16	1	1	0	0	0	flpquil	invquil			1	9ja	40	40	0	0	quil		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	Quill-NM		0	0	0	xxx	xxx						0
Soul	Soul		0	0	0	0	1	1	0	1	100		sl2	sol	sol	16	1	1	0	0	0	flpsple	invsol			1	bps	1	1	0	0	soul		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	Soul-NM		0	0	0	xxx	xxx						0
Scalp	Scalp		0	0	0	0	1	1	0	1	40		sc2	scz	scz	16	1	1	0	0	0	flpbonr1	invbonr1			1	skf	1	1	0	0	sclp		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	Scalp-NM		0	0	0	xxx	xxx						0
Spleen	Spleen		0	0	0	0	1	1	0	1	85		sp2	spe	spe	16	1	1	0	0	0	flpsple	invsple			1	rvs	1	1	0	0	spln		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	Spleen-NM		0	0	0	xxx	xxx						0
Heart	Heart		0	0	0	0	1	1	0	1	60		hr3	hrt	hrt	16	1	1	0	0	0	flphrt	invhrt			1	rpl	1	1	0	0	hart		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	Heart-H		0	0	0	xxx	xxx						0
Brain	Brain		0	0	0	0	1	1	0	1	60		br3	brz	brz	16	1	1	0	0	0	flpbrnz	invbrnz			1	isc	1	1	0	0	bran		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	Brain-H		0	0	0	xxx	xxx						0
Jawbone	Jawbone		0	0	0	0	1	1	0	1	75		ja3	jaw	jaw	16	1	1	0	0	0	flpjaw	invjaw			1	aq2	160	160	0	0	jawb		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	Jawbone-H		0	0	0	xxx	xxx						0
Horn	Horn		0	0	0	0	1	1	0	1	48		hn3	hrn	hrn	16	1	1	0	0	0	flphorn	invhorn			1	0rd	1	1	0	0	horn		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	Horn-H		0	0	0	xxx	xxx						0
