Hireling	SubType	Version	Id	Class	Act	Difficulty	Level	Seller	NameFirst	NameLast	Gold	Exp/Lvl	HP	HP/Lvl	Defense	Def/Lvl	Str	Str/Lvl	Dex	Dex/Lvl	AR	AR/Lvl	Share	Dmg-Min	Dmg-Max	Dmg/Lvl	Resist	Resist/Lvl	WType1	WType2	HireDesc	DefaultChance	Skill1	Mode1	Chance1	ChancePerLvl1	Level1	LvlPerLvl1	Skill2	Mode2	Chance2	ChancePerLvl2	Level2	LvlPerLvl2	Skill3	Mode3	Chance3	ChancePerLvl3	Level3	LvlPerLvl3	Skill4	Mode4	Chance4	ChancePerLvl4	Level4	LvlPerLvl4	Skill5	Mode5	Chance5	ChancePerLvl5	Level5	LvlPerLvl5	Skill6	Mode6	Chance6	ChancePerLvl6	Level6	LvlPerLvl6	Head	Torso	Weapon	Shield
Eastern Sorceror	Fire-Hell	0	21	359	3	3	89	252	merca222	merca241	21000	65	1080	27	1025	16	163	14	170	16	991	36	300000	80	87	12	140	11	swor	shie	fire	10	Fire Ball	7	30	0	25	3	Shiver Armor	7	1000	0	20	3	Nova	7	45	0	20	4	Thunder Storm	7	750	0	25	4	Firestorm	7	45	0	20	4							2	2	2	1
Eastern Sorceror	Cold-Hell	0	22	359	3	3	89	252	merca222	merca241	27000	65	1080	27	1025	16	163	14	170	16	991	36	300000	80	87	12	140	11	swor	shie	cold	10	Glacial Spike	7	60	0	25	3	Frozen Armor	7	1000	0	20	3	Frost Nova	7	45	0	20	4	Frozen Orb	7	370	5	20	5	Hurricane	7	45	0	20	5							2	2	2	1
Eastern Sorceror	Ltng-Hell	0	23	359	3	3	89	252	merca222	merca241	21000	65	1080	27	1025	16	163	14	170	16	991	36	300000	80	87	12	140	11	swor	shie	ltng	10	Charged Bolt	7	60	0	27	3	Cyclone Armor	7	1000	0	20	3	Hydra	7	30	0	25	4	Chain Lightning	7	30	0	25	4	Fist of the Heavens	7	30	0	20	4							2	2	2	1
Eastern Sorceror	Fire-Normal	100	15	359	3	1	24	252	merca222	merca241	1000	65	180	9	175	12	49	14	40	16	15	12	300000	7	14	8	30	15	swor	shie	fire	10	Fire Ball	7	30	0	6	4	Shiver Armor	7	1000	0	5	6	Nova	7	45	0	5	5	Thunder Storm	7	750	0	6	3	Firestorm	7	45	0	5	5							2	2	2	1
Eastern Sorceror	Fire-Normal	100	15	359	3	1	54	252	merca222	merca241	1000	65	450	18	535	14	102	14	100	16	423	24	300000	37	44	10	85	13	swor	shie	fire	10	Fire Ball	7	30	0	13	3	Shiver Armor	7	1000	0	10	3	Nova	7	45	0	11	4	Thunder Storm	7	750	0	16	4	Firestorm	7	45	0	11	4							2	2	2	1
Eastern Sorceror	Fire-Normal	100	15	359	3	1	89	252	merca222	merca241	1000	65	1080	27	1025	16	163	14	170	16	1143	36	300000	80	87	12	140	11	swor	shie	fire	10	Fire Ball	7	30	0	25	3	Shiver Armor	7	1000	0	20	3	Nova	7	45	0	20	4	Thunder Storm	7	750	0	25	4	Firestorm	7	45	0	20	4							2	2	2	1
Eastern Sorceror	Cold-Normal	100	16	359	3	1	24	252	merca222	merca241	1500	65	180	9	175	12	49	14	40	16	15	12	300000	7	14	8	30	15	swor	shie	cold	10	Glacial Spike	7	240	0	6	4	Frozen Armor	7	1000	0	5	6	Frost Nova	7	45	0	5	5	Frozen Orb	7	45	5	5	4	Hurricane	7	45	0	5	4							2	2	2	1
Eastern Sorceror	Cold-Normal	100	16	359	3	1	54	252	merca222	merca241	1500	65	450	18	535	14	102	14	100	16	423	24	300000	37	44	10	85	13	swor	shie	cold	10	Glacial Spike	7	240	0	13	3	Frozen Armor	7	1000	0	10	3	Frost Nova	7	45	0	11	4	Frozen Orb	7	195	5	13	5	Hurricane	7	45	0	13	5							2	2	2	1
Eastern Sorceror	Cold-Normal	100	16	359	3	1	89	252	merca222	merca241	1500	65	1080	27	1025	16	163	14	170	16	1143	36	300000	80	87	12	140	11	swor	shie	cold	10	Glacial Spike	7	240	0	25	3	Frozen Armor	7	1000	0	20	3	Frost Nova	7	45	0	20	4	Frozen Orb	7	370	5	20	5	Hurricane	7	45	0	20	5							2	2	2	1
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	24	252	merca222	merca241	1000	65	180	9	175	12	49	14	40	16	15	12	300000	7	14	8	30	15	swor	shie	ltng	10	Charged Bolt	7	60	0	8	4	Cyclone Armor	7	1000	0	5	6	Hydra	7	30	0	6	3	Chain Lightning	7	30	0	7	3	Fist of the Heavens	7	30	0	5	5							2	2	2	1
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	54	252	merca222	merca241	1000	65	450	18	535	14	102	14	100	16	423	24	300000	37	44	10	85	13	swor	shie	ltng	10	Charged Bolt	7	60	0	15	3	Cyclone Armor	7	1000	0	10	3	Hydra	7	30	0	16	4	Chain Lightning	7	30	0	17	4	Fist of the Heavens	7	30	0	11	4							2	2	2	1
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	89	252	merca222	merca241	1000	65	1080	27	1025	16	163	14	170	16	1143	36	300000	80	87	12	140	11	swor	shie	ltng	10	Charged Bolt	7	60	0	27	3	Cyclone Armor	7	1000	0	20	3	Hydra	7	30	0	25	4	Chain Lightning	7	30	0	25	4	Fist of the Heavens	7	30	0	20	4							2	2	2	1
Eastern Sorceror	Fire-Nightmare	100	18	359	3	2	54	252	merca222	merca241	9500	65	450	18	535	14	102	14	100	16	381	24	300000	37	44	10	85	13	swor	shie	fire	10	Fire Ball	7	30	0	13	3	Shiver Armor	7	1000	0	10	3	Nova	7	45	0	11	4	Thunder Storm	7	750	0	16	4	Firestorm	7	45	0	11	4							2	2	2	1
Eastern Sorceror	Fire-Nightmare	100	18	359	3	2	89	252	merca222	merca241	9500	65	1080	27	1025	16	163	14	170	16	1101	36	300000	80	87	12	140	11	swor	shie	fire	10	Fire Ball	7	30	0	25	3	Shiver Armor	7	1000	0	20	3	Nova	7	45	0	20	4	Thunder Storm	7	750	0	25	4	Firestorm	7	45	0	20	4							2	2	2	1
Eastern Sorceror	Cold-Nightmare	100	19	359	3	2	54	252	merca222	merca241	12000	65	450	18	535	14	102	14	100	16	381	24	300000	37	44	10	85	13	swor	shie	cold	10	Glacial Spike	7	60	0	13	3	Frozen Armor	7	1000	0	10	3	Frost Nova	7	45	0	11	4	Frozen Orb	7	195	5	13	5	Hurricane	7	45	0	13	5							2	2	2	1
Eastern Sorceror	Cold-Nightmare	100	19	359	3	2	89	252	merca222	merca241	12000	65	1080	27	1025	16	163	14	170	16	1101	36	300000	80	87	12	140	11	swor	shie	cold	10	Glacial Spike	7	60	0	25	3	Frozen Armor	7	1000	0	20	3	Frost Nova	7	45	0	20	4	Frozen Orb	7	370	5	20	5	Hurricane	7	45	0	20	5							2	2	2	1
Eastern Sorceror	Ltng-Nightmare	100	20	359	3	2	54	252	merca222	merca241	10000	65	450	18	535	14	102	14	100	16	381	24	300000	37	44	10	85	13	swor	shie	ltng	10	Charged Bolt	7	60	0	15	3	Cyclone Armor	7	1000	0	10	3	Hydra	7	30	0	16	4	Chain Lightning	7	30	0	17	4	Fist of the Heavens	7	30	0	11	4							2	2	2	1
Eastern Sorceror	Ltng-Nightmare	100	20	359	3	2	89	252	merca222	merca241	10000	65	1080	27	1025	16	163	14	170	16	1101	36	300000	80	87	12	140	11	swor	shie	ltng	10	Charged Bolt	7	60	0	27	3	Cyclone Armor	7	1000	0	20	3	Hydra	7	30	0	25	4	Chain Lightning	7	30	0	25	4	Fist of the Heavens	7	30	0	20	4							2	2	2	1
Eastern Sorceror	Fire-Hell	100	21	359	3	3	89	252	merca222	merca241	21000	65	1080	27	1025	16	163	14	170	16	991	36	300000	80	87	12	140	11	swor	shie	fire	10	Fire Ball	7	30	0	25	3	Shiver Armor	7	1000	0	20	3	Nova	7	45	0	20	4	Thunder Storm	7	750	0	25	4	Firestorm	7	45	0	20	4							2	2	2	1
Eastern Sorceror	Cold-Hell	100	22	359	3	3	89	252	merca222	merca241	27000	65	1080	27	1025	16	163	14	170	16	991	36	300000	80	87	12	140	11	swor	shie	cold	10	Glacial Spike	7	60	0	25	3	Frozen Armor	7	1000	0	20	3	Frost Nova	7	45	0	20	4	Frozen Orb	7	370	5	20	5	Hurricane	7	45	0	20	5							2	2	2	1
Eastern Sorceror	Ltng-Hell	100	23	359	3	3	89	252	merca222	merca241	21000	65	1080	27	1025	16	163	14	170	16	991	36	300000	80	87	12	140	11	swor	shie	ltng	10	Charged Bolt	7	60	0	27	3	Cyclone Armor	7	1000	0	20	3	Hydra	7	30	0	25	4	Chain Lightning	7	30	0	25	4	Fist of the Heavens	7	30	0	20	4							2	2	2	1
Barbarian	1hs-Normal	100	24	561	5	1	35	515	MercX101	MercX167	9000	65	300	16	360	20	100	18	70	12	150	20	300000	20	30	12	40	15	swor	axe	def	50	Stun	5	15	0	8	3	Berserk	5	15	0	4	4	Battle Orders	4	1000	0	3	6	Shout	4	1000	0	3	5	Battle Command	4	1000	0	5	3							0	0	0	0
Barbarian	1hs-Normal	100	24	561	5	1	65	515	MercX101	MercX167	9000	65	780	32	960	22	170	18	115	12	750	35	300000	65	75	14	95	13	swor	axe	def	50	Stun	5	50	0	18	3	Berserk	5	50	0	11	4	Battle Orders	4	1000	0	8	6	Shout	4	1000	0	9	5	Battle Command	4	1000	0	15	3							0	0	0	0
Barbarian	1hs-Normal	100	24	561	5	1	98	515	MercX101	MercX167	9000	65	1836	48	1686	24	240	18	165	12	1520	45	300000	122	132	16	150	11	swor	axe	def	50	Stun	5	75	0	29	3	Berserk	5	75	0	19	4	Battle Orders	4	1000	0	13	6	Shout	4	1000	0	15	6	Battle Command	4	1000	0	26	3							0	0	0	0
Barbarian	1hs-Normal	100	25	561	5	1	35	515	MercX101	MercX167	9000	65	300	16	360	20	100	18	70	12	150	20	300000	20	30	12	40	15	swor	axe	off	50	Bash	5	15	0	4	4	Berserk	5	15	0	4	4	Battle Cry	4	10	0	5	6	Elemental Mastery	4	10	0	5	6	War Cry	4	10	0	4	5							0	0	0	0
Barbarian	1hs-Normal	100	25	561	5	1	65	515	MercX101	MercX167	9000	65	780	32	960	22	170	18	115	12	750	35	300000	65	75	14	95	13	swor	axe	off	50	Bash	5	50	0	11	4	Berserk	5	50	0	11	4	Battle Cry	4	30	0	10	3	Elemental Mastery	4	30	0	10	3	War Cry	4	30	0	10	4							0	0	0	0
Barbarian	1hs-Normal	100	25	561	5	1	98	515	MercX101	MercX167	9000	65	1836	48	1686	24	240	18	165	12	1520	45	300000	122	132	16	150	11	swor	axe	off	50	Bash	5	75	0	19	4	Berserk	5	75	0	19	4	Battle Cry	4	50	0	21	3	Elemental Mastery	4	50	0	21	3	War Cry	4	50	0	18	3							0	0	0	0
Barbarian	1hs-Nightmare	100	26	561	5	2	65	515	MercX101	MercX167	18000	65	780	32	960	22	170	18	115	12	675	35	300000	56	66	14	95	13	swor	axe	def	50	Stun	5	50	0	18	3	Berserk	5	50	0	11	4	Battle Orders	4	1000	0	8	6	Shout	4	1000	0	9	6	Battle Command	4	1000	0	15	3							0	0	0	0
Barbarian	1hs-Nightmare	100	26	561	5	2	95	515	MercX101	MercX167	18000	65	1836	48	1686	24	240	18	165	12	1445	45	300000	122	132	16	150	11	swor	axe	def	50	Stun	5	75	0	29	3	Berserk	5	75	0	19	4	Battle Orders	4	1000	0	13	6	Shout	4	1000	0	15	6	Battle Command	4	1000	0	26	3							0	0	0	0
Barbarian	1hs-Nightmare	100	27	561	5	2	65	515	MercX101	MercX167	18000	65	780	32	960	22	170	18	115	12	675	35	300000	62	72	14	95	13	swor	axe	off	50	Bash	5	50	0	11	4	Berserk	5	50	0	11	4	Battle Cry	4	15	0	10	3	Elemental Mastery	4	15	0	10	3	War Cry	4	15	0	10	4							0	0	0	0
Barbarian	1hs-Nightmare	100	27	561	5	2	95	515	MercX101	MercX167	18000	65	1836	48	1686	24	240	18	165	12	1445	45	300000	122	132	16	150	11	swor	axe	off	50	Bash	5	75	0	19	4	Berserk	5	75	0	19	4	Battle Cry	4	25	0	21	3	Elemental Mastery	4	25	0	21	3	War Cry	4	25	0	18	3							0	0	0	0
Barbarian	1hs-Hell	100	28	561	5	3	95	515	MercX101	MercX167	32000	65	1836	48	1686	24	240	18	165	12	1301	45	300000	122	132	16	150	11	swor	axe	def	50	Stun	5	70	0	29	3	Berserk	5	70	0	19	4	Battle Orders	4	1000	0	13	6	Shout	4	1000	0	15	6	Battle Command	4	1000	0	26	3							0	0	0	0
Barbarian	1hs-Hell	100	29	561	5	3	95	515	MercX101	MercX167	32000	65	1836	48	1686	24	240	18	165	12	1301	45	300000	122	132	16	150	11	swor	axe	off	50	Bash	5	70	0	19	4	Berserk	5	70	0	19	4	Battle Cry	4	25	0	21	3	Elemental Mastery	4	25	0	21	3	War Cry	4	25	0	18	3							0	0	0	0
Barbarian	1hs-Normal	100	24	561	5	1	35	515	MercX101	MercX167	9000	65	300	16	360	20	100	18	70	12	150	20	300000	20	30	12	40	15	swor	axe	def	50	Stun	5	15	0	8	3	Berserk	5	15	0	4	4	Battle Orders	4	1000	0	3	6	Shout	4	1000	0	3	5	Battle Command	4	1000	0	5	3							0	0	0	0
Barbarian	1hs-Normal	100	24	561	5	1	65	515	MercX101	MercX167	9000	65	780	32	960	22	170	18	115	12	750	35	300000	65	75	14	95	13	swor	axe	def	50	Stun	5	50	0	18	3	Berserk	5	50	0	11	4	Battle Orders	4	1000	0	8	6	Shout	4	1000	0	9	5	Battle Command	4	1000	0	15	3							0	0	0	0
Barbarian	1hs-Normal	100	24	561	5	1	98	515	MercX101	MercX167	9000	65	1836	48	1686	24	240	18	165	12	1520	45	300000	122	132	16	150	11	swor	axe	def	50	Stun	5	75	0	29	3	Berserk	5	75	0	19	4	Battle Orders	4	1000	0	13	6	Shout	4	1000	0	15	6	Battle Command	4	1000	0	26	3							0	0	0	0
Barbarian	1hs-Normal	100	25	561	5	1	35	515	MercX101	MercX167	9000	65	300	16	360	20	100	18	70	12	150	20	300000	20	30	12	40	15	swor	axe	off	50	Bash	5	15	0	4	4	Berserk	5	15	0	4	4	Battle Cry	4	10	0	5	6	Elemental Mastery	4	10	0	5	6	War Cry	4	10	0	4	5							0	0	0	0
Barbarian	1hs-Normal	100	25	561	5	1	65	515	MercX101	MercX167	9000	65	780	32	960	22	170	18	115	12	750	35	300000	65	75	14	95	13	swor	axe	off	50	Bash	5	50	0	11	4	Berserk	5	50	0	11	4	Battle Cry	4	30	0	10	3	Elemental Mastery	4	30	0	10	3	War Cry	4	30	0	10	4							0	0	0	0
Barbarian	1hs-Normal	100	25	561	5	1	98	515	MercX101	MercX167	9000	65	1836	48	1686	24	240	18	165	12	1520	45	300000	122	132	16	150	11	swor	axe	off	50	Bash	5	75	0	19	4	Berserk	5	75	0	19	4	Battle Cry	4	50	0	21	3	Elemental Mastery	4	50	0	21	3	War Cry	4	50	0	18	3							0	0	0	0
Barbarian	1hs-Nightmare	100	26	561	5	2	65	515	MercX101	MercX167	18000	65	780	32	960	22	170	18	115	12	675	35	300000	56	66	14	95	13	swor	axe	def	50	Stun	5	50	0	18	3	Berserk	5	50	0	11	4	Battle Orders	4	1000	0	8	6	Shout	4	1000	0	9	6	Battle Command	4	1000	0	15	3							0	0	0	0
Barbarian	1hs-Nightmare	100	26	561	5	2	95	515	MercX101	MercX167	18000	65	1836	48	1686	24	240	18	165	12	1445	45	300000	122	132	16	150	11	swor	axe	def	50	Stun	5	75	0	29	3	Berserk	5	75	0	19	4	Battle Orders	4	1000	0	13	6	Shout	4	1000	0	15	6	Battle Command	4	1000	0	26	3							0	0	0	0
Barbarian	1hs-Nightmare	100	27	561	5	2	65	515	MercX101	MercX167	18000	65	780	32	960	22	170	18	115	12	675	35	300000	62	72	14	95	13	swor	axe	off	50	Bash	5	50	0	11	4	Berserk	5	50	0	11	4	Battle Cry	4	15	0	10	3	Elemental Mastery	4	15	0	10	3	War Cry	4	15	0	10	4							0	0	0	0
Barbarian	1hs-Nightmare	100	27	561	5	2	95	515	MercX101	MercX167	18000	65	1836	48	1686	24	240	18	165	12	1445	45	300000	122	132	16	150	11	swor	axe	off	50	Bash	5	75	0	19	4	Berserk	5	75	0	19	4	Battle Cry	4	25	0	21	3	Elemental Mastery	4	25	0	21	3	War Cry	4	25	0	18	3							0	0	0	0
Barbarian	1hs-Hell	100	28	561	5	3	95	515	MercX101	MercX167	32000	65	1836	48	1686	24	240	18	165	12	1301	45	300000	122	132	16	150	11	swor	axe	def	50	Stun	5	70	0	29	3	Berserk	5	70	0	19	4	Battle Orders	4	1000	0	13	6	Shout	4	1000	0	15	6	Battle Command	4	1000	0	26	3							0	0	0	0
Barbarian	1hs-Hell	100	29	561	5	3	95	515	MercX101	MercX167	32000	65	1836	48	1686	24	240	18	165	12	1301	45	300000	122	132	16	150	11	swor	axe	off	50	Bash	5	70	0	19	4	Berserk	5	70	0	19	4	Battle Cry	4	25	0	21	3	Elemental Mastery	4	25	0	21	3	War Cry	4	25	0	18	3							0	0	0	0
