name	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
Serpentskin Armor	0	0	2	1	122	140	0	0	43	0	24	0	36	24	34960	197896	xea	xea			lea	lea	lea	xea	yea	0	1	2	3	1	4	2	flplea	invlea					1		1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Demonhide Armor	0	0	3	1	141	161	0	0	50	0	28	0	37	25	39090	236758	xla	xla			hla	hla	hla	xla	yla	0	1	2	3	1	4	2	flphla	invhla			1	1	1		1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Trellised Armor	0	0	4	1	162	184	0	0	61	0	32	0	40	25	47582	305707	xtu	xtu			stu	stu	stu	xtu	ytu	0	1	2	3	1	4	2	flpstu	invstu	invxtuu	invxtuu	1			1	1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Linked Mail	0	0	4	1	185	209	0	5	74	0	26	0	42	25	56600	393748	xng	xng			rng	rng	rng	xng	yng	0	1	2	3	1	5	2	flprng	invrng					1	1	1	1	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Tigulated Mail	0	0	4	1	210	236	0	10	86	0	36	0	43	25	64242	473193	xcl	xcl			scl	scl	scl	xcl	ycl	0	1	2	3	1	6	2	flpscl	invscl			1	1	1	1	1	1	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Mesh Armor	0	0	4	1	237	265	0	5	92	0	45	0	45	25	75440	574094	xhn	xhn			chn	chn	chn	xhn	yhn	0	1	2	3	1	5	2	flpchn	invchn			1	1	1	1	2	2	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Cuirass	0	0	4	1	266	296	1	0	65	0	50	0	47	25	74719	613456	xrs	xrs			brs	brs	brs	xrs	yrs	0	1	2	3	1	4	2	flpbrs	invbrs		invxrss			2		2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Russet Armor	0	0	4	1	267	301	0	5	97	0	30	0	49	25	93404	788235	xpl	xpl			spl	spl	spl	xpl	ypl	0	1	2	3	1	5	2	flpspl	invspl			1	1	2	1	1	1	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Templar Coat	0	0	4	1	339	377	0	10	118	0	60	0	52	25	111395	1017928	xlt	xlt			plt	plt	plt	xlt	ylt	0	1	2	3	1	6	2	flpplt	invplt			2	2	2	2	1	1	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Sharktooth Armor	0	0	4	1	378	418	2	5	103	0	48	0	55	25	111674	1103159	xld	xld			fld	fld	fld	xld	yld	0	1	2	3	1	5	2	flpfld	invfld			1	1	2	2	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Embossed Plate	0	0	4	1	419	461	0	5	125	0	55	0	58	25	137817	1457493	xth	xth			gth	gth	gth	xth	yth	0	1	2	3	1	5	2	flpgth	invgth			2	2	1	2	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Chaos Armor	0	0	4	1	507	553	2	10	140	0	70	0	61	25	162672	1888411	xul	xul			ful	ful	ful	xul	yul	0	1	2	3	1	6	2	flpful	invful	invfulu	invfulu	2	2	2	2	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Ornate Armor	0	0	4	1	603	653	5	5	170	0	60	0	64	25	225120	2696482	xar	xar			aar	aar	aar	xar	yar	0	1	2	3	1	5	2	flpaar	invaar	invaaru	invaaru	1	2	2	2	2		0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Mage Plate	0	0	4	1	302	338	1	0	55	0	60	0	60	25	118407	1327498	xtp	xtp			ltp	ltp	ltp	xtp	ytp	0	1	2	3	1	4	2	flpltp	invltp			2		1	1	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Defender	0	0	2	1	40	50	0	0	38	10	68	0	34	22	12562	77123	xuc	xuc			buc	buc	buc	xuc	yuc	0	7	2	2	1	3	2	flpbuc	invbuc	invbucu	invbucu							0	0	0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	1	0	8	12			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Round Shield	0	0	3	1	50	62	0	0	53	12	64	0	37	25	15451	103735	xml	xml			buc	buc	sml	xml	yml	0	7	2	2	1	3	2	flpsml	invsml	invxmlu	invxmlu							0	0	0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	1	0	7	14			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Scutum	0	0	4	1	60	74	0	5	71	14	62	0	42	25	19537	148359	xrg	xrg			lrg	lrg	lrg	xrg	yrg	0	7	2	3	1	4	2	flplrg	invlrg	invxrgu	invxrgu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	11	15			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Dragon Shield	0	0	4	1	80	98	0	0	91	18	76	0	45	25	23094	189944	xit	xit			kit	kit	kit	xit	yit	0	7	2	3	1	4	2	flpkit	invkit	invkitu	invkitu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	15	24			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Pavise	0	0	4	1	100	122	1	10	133	24	72	0	50	25	29550	278500	xow	xow			tow	tow	tow	xow	yow	0	7	2	3	1	4	2	flptow	invtow	invtowu	invtowu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	10	17			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Ancient Shield	0	0	4	1	110	136	0	5	110	16	80	0	56	25	39220	422340	xts	xts			kit	kit	gts	xts	yts	0	7	2	4	1	4	2	flpgts	invgts	invgtsu	invgtsu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	12	16			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Demonhide Gloves	0	0	1	1	21	31	0	0	20	0	12	0	33	21	8480	64102	xlg	xlg			lgl	lgl	lgl	xlg	ylg	0	16	2	2	1	2	0	flplgl	invlgl									0	0	0	0	0	glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0	0	5	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Sharkskin Gloves	0	0	1	1	28	40	0	0	20	0	14	0	39	25	11420	85063	xvg	xvg			vgl	vgl	vgl	xvg	yvg	0	16	2	2	1	2	0	flpvgl	invvgl									0	0	0	0	0	glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0	0	5	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Heavy Bracers	0	0	2	1	35	49	0	0	58	0	16	0	43	25	14111	114806	xmg	xmg			mgl	mgl	mgl	xmg	ymg	0	16	2	2	1	1	0	flpmgl	invmgl			1	1					0	0	0	0	0	glov		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Battle Gauntlets	0	0	3	1	42	58	0	0	88	0	18	0	49	25	16913	161025	xtg	xtg			mgl	mgl	tgl	xtg	ytg	0	16	2	2	1	1	0	flptgl	invtgl			1	1					0	0	0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
War Gauntlets	0	0	4	1	49	67	0	0	110	0	24	0	54	25	20900	223744	xhg	xhg			hgl	hgl	hgl	xhg	yhg	0	16	2	2	1	1	0	flphgl	invhgl			2	2					0	0	0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Demonhide Boots	0	0	1	1	20	30	0	0	20	0	12	0	36	24	9230	64102	xlb	xlb			lbt	lbt	lbt	xlb	ylb	0	16	2	2	1	2	1	flplbt	invlbt									0	0	0	0	0	boot		item_boots	12	item_boots	0	0	5	0	0	0	0	0	6	0	26	46	120	120	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Sharkskin Boots	0	0	1	1	28	40	0	0	47	0	14	0	39	25	11393	84859	xvb	xvb			vbt	vbt	vbt	xvb	yvb	0	16	2	2	1	2	1	flpvbt	invvbt									0	0	0	0	0	boot		item_boots	12	item_boots	0	0	5	0	0	0	0	0	6	0	28	50	120	120	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Mesh Boots	0	0	2	1	36	50	0	0	65	0	16	0	43	25	14103	114742	xmb	xmb			mbt	mbt	mbt	xmb	ymb	0	16	2	2	1	1	1	flpmbt	invmbt						1			0	0	0	0	0	boot		item_bootschain	12	item_bootschain	0	0	5	0	0	0	0	0	6	0	23	52	120	120	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Battle Boots	0	0	3	1	44	60	0	0	95	0	18	0	49	25	16905	160950	xtb	xtb			mbt	mbt	tbt	xtb	ytb	0	16	2	2	1	1	1	flptbt	invtbt						1			0	0	0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	37	64	120	120	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
War Boots	0	0	4	1	52	70	0	0	125	0	24	0	54	25	20885	223574	xhb	xhb			hbt	hbt	hbt	xhb	yhb	0	16	2	2	1	1	1	flphbt	invhbt						2			0	0	0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	39	80	120	120	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Demonhide Sash	0	0	1	1	25	35	0	0	20	0	12	0	36	24	9304	64486	zlb	zlb			lbl	lbl	lbl	zlb	alb	0	16	2	1	1	2	2	flplbl	invlbl									0	0	0	0	0	belt		item_lightarmor	12	item_lightarmor	0	0	5	0	0	6	0	0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Sharkskin Belt	0	0	1	1	32	44	0	0	20	0	14	0	39	25	10700	80809	zvb	zvb			vbl	vbl	vbl	zvb	avb	0	16	2	1	1	2	2	flpvbl	invvbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Mesh Belt	0	0	2	1	39	53	0	0	58	0	16	0	43	25	13143	108261	zmb	zmb			mbl	mbl	mbl	zmb	bmb	0	16	2	1	1	1	2	flpmbl	invmbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Battle Belt	0	0	2	1	46	62	0	0	88	0	18	0	49	25	15713	151185	ztb	ztb			mbl	mbl	tbl	ztb	atb	0	16	2	1	1	1	2	flptbl	invtbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
War Belt	0	0	3	1	53	71	0	0	110	0	24	0	54	25	20350	218512	zhb	zhb			hbl	hbl	hbl	zhb	ahb	0	16	2	1	1	1	2	flphbl	invhbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Grim Helm	0	0	2	1	65	85	0	0	58	0	40	0	50	25	37683	348947	xh9	xh9			bhm	bhm	bhm	xh9	yh9	0	0	2	2	1	3	1	flpbhm	invbhm	invbhmu	invbhmu							0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	2	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Grim Shield	0	0	2	1	90	110	0	0	58	20	70	0	48	25	39143	337523	xsh	xsh			bsh	bsh	bsh	xsh	ysh	0	7	2	3	1	2	2	flpbsh	invbsh	invxshu	invxshu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	14	20			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Barbed Shield	0	0	3	1	70	86	0	0	65	17	55	0	42	25	23155	172324	xpk	xpk			spk	spk	spk	xpk	ypk	0	7	2	3	1	3	2	flpspk	invspk	invxpku	invxpku							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	18	35			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Circlet	0	0	2	1	10	10	0	0	15	0	30	0	2	1	400	5550	cix	cix	5		lit	lit	cix	cix	cix	0	0	2	2	1	2	1	flpci0	invci0									0	0	0	0	0	circ		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255			1	1	0	xxx	xxx	0	0	1
Dwarven Crown	0	0	2	1	40	58	0	0	60	0	50	0	38	0	17652	49517	dwc	dwc		308	ghm	ghm	dwc	xdw	ydw	0	0	2	2	1	2	1	flpghm	invcapu									0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	2	20					255					255			1	1	0	xdw	ydw	0	0	1
Dwarven Helm	0	0	2	1	80	106	0	0	125	0	60	0	63	25	35303	415000	xdw	xdw		308	ghm	ghm	dwc	xdw	ydw	0	0	2	2	1	3	1	flpghm	invhlmu									0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Dwarven Battle Helm	0	0	2	1	155	189	0	0	160	0	60	0	87	60	52954000	920880	ydw	ydw		308	ghm	ghm	dwc	xdw	ydw	0	0	2	2	1	4	1	flpghm	invhlmu									0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Elven Chain	0	0	4	1	307	343	0	0	20	0	20	0	38	0	55398	765000	elv	elv			scl	scl	elv	xlv	ylv	0	1	2	3	1	2	2	flpscl	invscl			2		1	1	2	2	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	2	20			1	1	0	xlv	ylv	0	0	1
Drow Adamantite Chain	0	0	4	1	554	602	0	0	25	0	30	0	63	25	105756	1965000	xlv	xlv			scl	scl	elv	xlv	ylv	0	1	2	3	1	2	2	flpscl	invscl			2		1	1	2	2	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Sylvan Chain	0	0	4	1	829	887	0	0	50	0	30	0	87	70	158637	4872212	ylv	ylv			scl	scl	elv	xlv	ylv	0	1	2	3	1	6	2	flpscl	invscl			2		1	1	2	2	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Fortress Shield	0	0	3	1	32	48	0	0	80	15	60	0	33	0	9064	80000	fts	fts			kit	kit	fts	xft	yft	0	7	2	3	1	4	2	flpkit	invfts									0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	2	6			0	3					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	2	20					255					255					255					255			5	1	0	xft	yft	0	0	1
Reflection Shield	0	0	3	1	25	50	10	0	50	35	30	0	58	25	18128	500000	xft	xft			kit	kit	fts	xft	yft	0	7	2	3	1	5	2	flpkit	invfts									0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	12	16			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Ceremonial Shield	0	0	3	1	150	182	10	0	100	25	30	0	83	66	27192	856602	yft	yft			kit	kit	fts	xft	yft	0	7	2	3	1	6	2	flpkit	invfts									0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	12	16			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Iron Guards	0	0	3	1	18	30	0	0	70	0	20	0	37	0	6000	45000	irg	irg			mgl	mgl	irg	xig	yig	0	16	2	2	1	1	0	flptgl	invirg			2	2					0	0	0	0	0	glov		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	5	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	2	20					255					255			1	1	0	xig	yig	0	0	1
Imperial Guards	0	0	3	1	56	76	0	0	125	0	20	0	62	25	12000	235750	xig	xig			mgl	mgl	irg	xig	yig	0	16	2	2	1	1	0	flphgl	invxig			2	2					0	0	0	0	0	glov		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	5	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Royal Guards	0	0	3	1	90	118	0	0	160	0	20	0	84	60	18000	420620	yig	yig			mgl	mgl	irg	xig	yig	0	16	2	2	1	2	0	flphgl	invirg			2	2					0	0	0	0	0	glov		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	5	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Dimensional Boots	0	0	2	1	12	24	0	0	50	0	20	0	39	0	6669	27500	dbt	dbt		309	hbt	hbt	dbt	xbt	ybt	0	16	2	2	1	2	1	flphbt	invhbt									0	0	0	0	0	boot		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	6	0	18	26			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	2	20			5	8	0	xbt	ybt	0	0	1
Mystile Boots	0	0	2	1	60	80	0	0	110	0	20	0	64	25	13337	180000	xbt	xbt		309	hbt	hbt	dbt	xbt	ybt	0	16	2	2	1	2	1	flphbt	invhbt									0	0	0	0	0	boot		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	6	0	48	91			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Spirit Boots	0	0	2	1	99	127	0	0	140	0	20	1	87	65	20007	420465	ybt	ybt		309	hbt	hbt	dbt	xbt	ybt	0	16	2	2	1	2	1	flphbt	invhbt									0	0	0	0	0	boot		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	6	0	98	161			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Muscle Belt	0	0	3	1	18	30	0	0	80	0	30	0	38	0	6259	35000	msb	msb		307	hbl	hbl	msb	xms	yms	0	16	2	1	1	1	2	flphbl	invhbl									0	0	0	0	0	belt		item_platearmor	12	item_platearmor	0	0	5	0	0	3	0	0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	2	20					255					255			1	8	0	xms	yms	0	0	1
Titan Brace	0	0	3	1	60	80	0	0	100	0	40	0	63	25	12518	225000	xms	xms		307	hbl	hbl	msb	xms	yms	0	16	2	1	1	2	2	flphbl	invhbl									0	0	0	0	0	belt		item_platearmor	12	item_platearmor	0	0	5	0	0	6	0	0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Gladiator Wrap	0	0	3	1	100	128	0	0	125	0	40	0	87	70	18777	493775	yms	yms		307	hbl	hbl	msb	xms	yms	0	16	2	1	1	2	2	flphbl	invhbl									0	0	0	0	0	belt		item_platearmor	12	item_platearmor	0	0	5	0	0	6	0	0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Spiked Shoulder	0	0	1	1	239	271	0	0	30	0	10	1	34	0	28327	267861	shl	shl		306	lit	lit	shl	xhh	yhh	0	1	2	2	1	2	2	flpbrs	invshl			2	2			2	2	0	0	0	0	0	tors		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	2	20					255					255					255					255			2	1	0	xhh	yhh	0	0	1
Thorned Armor	0	0	1	1	462	506	0	0	60	0	20	1	59	20	118407	1327498	xhh	xhh		306	lit	lit	shl	xhh	yhh	0	1	2	3	1	3	2	flpbrs	invshl			2	2	2	1	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	1	0	xxx	xxx	0	0	1
Spiked Armor	0	0	1	1	717	771	0	0	100	0	20	1	84	45	317526	3851372	yhh	yhh		306	lit	lit	shl	xhh	yhh	0	1	2	3	1	6	2	flpbrs	invshl			2	2	2	2	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	1	0	xxx	xxx	0	0	1
Cloak	0	0	1	1	5	7	0	0	15	0	15	0	4	0	45	5000	clk	clk		310	qlt	qlt	clk	xlk	ylk	0	1	2	3	1	2	1	flpqlt	invclk									0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255	1	2	1	2	20					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	1	0	xlk	ylk	0	0	1
